00042.ppm;916;300;996;380;1;37
00043.ppm;1040;300;1094;354;1;33
00043.ppm;552;716;633;797;1;37
00043.ppm;1090;400;1106;416;1;37
00043.ppm;1038;292;1065;319;1;27
00043.ppm;1088;378;1103;393;1;38
00044.ppm;1340;632;1360;652;1;39
00044.ppm;1177;343;1207;373;1;36
00044.ppm;1303;649;1329;675;1;42
00044.ppm;977;309;1013;345;1;43
00045.ppm;502;346;530;374;1;11
00045.ppm;0;216;39;255;1;30
00048.ppm;777;536;797;556;1;31
00049.ppm;846;496;867;517;1;33
00049.ppm;758;227;776;245;1;34
00050.ppm;524;618;539;633;1;37
00050.ppm;614;477;644;507;1;30
00050.ppm;737;501;775;539;1;17
00051.ppm;975;223;1033;281;1;37
00051.ppm;36;536;60;560;1;27
00052.ppm;558;519;578;539;1;26
00052.ppm;452;435;506;489;1;27
00052.ppm;518;427;536;445;1;20
00052.ppm;811;195;833;217;1;44
00052.ppm;862;235;892;265;1;42
00053.ppm;1157;335;1195;373;1;25
00053.ppm;450;528;466;544;1;41
00053.ppm;526;524;544;542;1;39
00055.ppm;1095;607;1119;631;1;16
00055.ppm;716;500;736;520;1;24
00055.ppm;718;522;738;542;1;28
00055.ppm;718;542;739;563;1;26
00055.ppm;454;180;487;213;1;13
00055.ppm;701;413;749;461;1;19
00055.ppm;618;540;663;585;1;22
00055.ppm;456;208;483;235;1;11
00055.ppm;1184;10;1200;26;1;41
00055.ppm;764;400;785;421;1;21
00055.ppm;1054;776;1074;796;1;36
00056.ppm;728;436;761;469;1;34
00056.ppm;978;519;1042;583;1;22
00056.ppm;1001;358;1019;376;1;13
00056.ppm;514;490;541;517;1;23
00057.ppm;95;39;121;65;1;22
00057.ppm;94;202;115;223;1;32
00057.ppm;32;127;56;151;1;21
00057.ppm;177;151;199;173;1;26
00057.ppm;381;503;423;545;1;21
00057.ppm;385;593;423;631;1;14
00057.ppm;986;416;1040;470;1;29
00057.ppm;750;602;765;617;1;30
00058.ppm;972;294;1040;362;1;17
00058.ppm;1027;317;1049;339;1;17
00058.ppm;660;556;681;577;1;18
00059.ppm;70;360;90;380;1;13
00059.ppm;128;378;149;399;1;16
00059.ppm;100;440;118;458;1;37
00060.ppm;698;493;712;507;1;25
00060.ppm;586;440;606;460;1;23
00060.ppm;819;443;841;465;1;27
00061.ppm;657;497;707;547;1;14
00061.ppm;1220;330;1289;399;1;17
00065.ppm;973;377;1023;427;1;28
00067.ppm;515;248;533;266;1;18
00067.ppm;950;435;980;465;1;22
00071.ppm;0;383;26;409;1;31
00071.ppm;14;385;40;411;1;32
00071.ppm;822;492;837;507;1;24
00071.ppm;794;502;822;530;1;24
00071.ppm;1;421;19;439;1;29
00071.ppm;16;424;34;442;1;29
00071.ppm;796;474;824;502;1;17
00071.ppm;791;439;829;477;1;14
00073.ppm;728;476;749;497;1;24
00073.ppm;726;457;748;479;1;26
00073.ppm;724;432;752;460;1;19
00074.ppm;430;394;499;463;1;21
00074.ppm;921;369;991;439;1;24
00075.ppm;1120;349;1186;415;1;12
00075.ppm;1132;408;1180;456;1;15
00076.ppm;788;470;815;497;1;28
00076.ppm;786;442;819;475;1;23
00077.ppm;961;407;1011;457;1;12
00078.ppm;1213;207;1319;313;1;18
00079.ppm;769;467;787;485;1;36
00080.ppm;457;517;471;531;1;12
00081.ppm;868;362;884;378;1;9
00081.ppm;1074;472;1094;492;1;8
00081.ppm;422;564;454;596;1;25
00081.ppm;1016;296;1043;323;1;28
00081.ppm;720;558;753;591;1;30
00081.ppm;625;519;643;537;1;41
00083.ppm;97;632;115;650;1;27
00085.ppm;67;535;93;561;1;13
00085.ppm;846;429;876;459;1;26
00085.ppm;969;91;995;117;1;40
00088.ppm;411;465;437;491;1;32
00088.ppm;957;465;981;489;1;33
00088.ppm;957;441;983;467;1;28
00088.ppm;411;439;437;465;1;29
00089.ppm;634;448;661;475;1;32
00089.ppm;1026;440;1054;468;1;26
00092.ppm;662;480;678;496;1;27
00093.ppm;337;393;387;443;1;18
00093.ppm;1070;464;1085;479;1;24
00093.ppm;1073;339;1123;389;1;27
00094.ppm;112;314;193;395;1;24
00094.ppm;946;371;996;421;1;22
00097.ppm;146;492;203;549;1;19
00098.ppm;644;490;677;523;1;18
00099.ppm;902;495;960;553;1;15
00100.ppm;854;496;911;553;1;14
00101.ppm;819;390;905;476;1;15
00102.ppm;170;598;206;634;1;15
00102.ppm;756;720;776;740;1;18
00102.ppm;719;215;745;241;1;24
00102.ppm;960;418;980;438;1;35
00102.ppm;476;694;575;793;1;34
00102.ppm;1006;547;1060;601;1;20
00102.ppm;444;407;466;429;1;29
00102.ppm;550;698;661;809;1;39
00103.ppm;178;456;193;471;1;31
00103.ppm;824;400;845;421;1;36
00103.ppm;365;261;391;287;1;9
00103.ppm;1086;526;1119;559;1;28
00104.ppm;758;446;821;509;1;24
00104.ppm;698;461;728;491;1;33
00105.ppm;626;744;642;760;1;40
00105.ppm;430;602;498;670;1;36
00105.ppm;396;546;531;681;1;15
00105.ppm;958;378;1026;446;1;16
00105.ppm;255;440;303;488;1;15
00106.ppm;829;551;847;569;1;30
00106.ppm;900;366;987;453;1;17
00109.ppm;988;482;1021;515;1;25
00110.ppm;394;528;409;543;1;37
00110.ppm;928;488;955;515;1;41
00111.ppm;981;559;995;573;1;35
00111.ppm;348;502;384;538;1;25
00111.ppm;1090;466;1123;499;1;27
00112.ppm;1038;252;1418;632;1;24
00112.ppm;1186;474;1226;514;1;39
00113.ppm;346;408;427;489;1;23
00114.ppm;1165;418;1235;488;1;29
00115.ppm;834;202;966;334;1;19
00115.ppm;104;416;124;436;1;28
00115.ppm;72;406;96;430;1;33
00115.ppm;894;336;924;366;1;30
00115.ppm;890;330;929;369;1;28
00116.ppm;583;241;609;267;1;29
00117.ppm;1122;698;1143;719;1;32
00119.ppm;1081;503;1099;521;1;44
00119.ppm;187;527;205;545;1;40
00119.ppm;849;475;871;497;1;25
00120.ppm;58;240;166;348;1;23
00121.ppm;83;306;195;418;1;17
00123.ppm;520;494;552;526;1;29
00123.ppm;1101;483;1135;517;1;26
00123.ppm;1095;475;1141;521;1;15
00124.ppm;532;482;560;510;1;33
00124.ppm;977;471;1003;497;1;28
00125.ppm;1012;308;1112;408;1;18
00126.ppm;375;419;413;457;1;9
00126.ppm;477;419;499;441;1;13
00126.ppm;436;420;460;444;1;14
00126.ppm;838;374;871;407;1;18
00126.ppm;379;363;413;397;1;15
00127.ppm;128;376;185;433;1;19
00128.ppm;500;520;516;536;1;25
00129.ppm;999;447;1077;525;1;15
00129.ppm;989;633;1071;715;1;18
00129.ppm;867;403;905;441;1;23
00129.ppm;963;381;1009;427;1;26
00130.ppm;999;555;1037;593;1;23
00130.ppm;600;430;627;457;1;31
00131.ppm;668;474;684;490;1;25
00131.ppm;255;429;277;451;1;26
00131.ppm;252;484;273;505;1;30
00131.ppm;253;455;275;477;1;27
00131.ppm;739;479;753;493;1;19
00131.ppm;708;522;736;550;1;21
00131.ppm;1009;430;1035;456;1;29
00131.ppm;295;418;331;454;1;8
00131.ppm;786;382;802;398;1;15
00132.ppm;316;431;342;457;1;26
00132.ppm;317;503;339;525;1;33
00132.ppm;316;467;340;491;1;25
00132.ppm;1301;624;1325;648;1;18
00132.ppm;1337;621;1363;647;1;18
00132.ppm;1054;676;1150;772;1;18
00132.ppm;1048;672;1153;777;1;15
00132.ppm;692;482;710;500;1;24
00132.ppm;692;528;708;544;1;25
00132.ppm;774;556;810;592;1;17
00132.ppm;315;306;393;384;1;20
00132.ppm;810;466;825;481;1;38
00132.ppm;918;434;934;450;1;30
00133.ppm;833;495;847;509;1;12
00133.ppm;548;510;569;531;1;33
00133.ppm;571;511;597;537;1;46
00134.ppm;1003;295;1077;369;1;29
00134.ppm;818;514;834;530;1;33
00135.ppm;473;402;491;420;1;25
00137.ppm;124;124;152;152;1;37
00137.ppm;151;179;173;201;1;36
00137.ppm;152;260;173;281;1;32
00137.ppm;152;270;172;290;1;33
00137.ppm;152;280;172;300;1;33
00137.ppm;822;328;882;388;1;22
00138.ppm;541;439;563;461;1;26
00138.ppm;184;360;211;387;1;21
00138.ppm;150;177;246;273;1;14
00138.ppm;144;172;249;277;1;12
00140.ppm;244;470;280;506;1;21
00141.ppm;857;379;895;417;1;19
00142.ppm;817;454;837;474;1;29
00143.ppm;364;458;379;473;1;27
00143.ppm;877;439;901;463;1;14
00143.ppm;254;256;293;295;1;24
00144.ppm;708;446;729;467;1;20
00146.ppm;710;426;731;447;1;12
00146.ppm;707;403;733;429;1;15
00147.ppm;664;464;680;480;1;39
00148.ppm;874;354;942;422;1;19
00149.ppm;1130;272;1222;364;1;18
00150.ppm;696;24;711;39;1;8
00150.ppm;826;346;866;386;1;22
00151.ppm;795;373;825;403;1;19
00153.ppm;251;399;321;469;1;19
00153.ppm;1217;308;1235;326;1;35
00153.ppm;1217;331;1235;349;1;36
00155.ppm;377;489;391;503;1;20
00155.ppm;238;351;274;387;1;22
00156.ppm;819;388;849;418;1;28
00157.ppm;885;392;927;434;1;20
00157.ppm;262;423;300;461;1;22
00160.ppm;608;384;652;428;1;13
00160.ppm;53;210;71;228;1;17
00161.ppm;723;504;759;540;1;29
00164.ppm;874;376;918;420;1;19
00165.ppm;692;292;744;344;1;19
00165.ppm;698;346;719;367;1;32
00166.ppm;813;382;849;418;1;26
00167.ppm;961;96;977;112;1;16
00169.ppm;564;524;580;540;1;39
00169.ppm;707;528;721;542;1;36
00170.ppm;909;321;947;359;1;21
00171.ppm;710;5;728;23;1;12
00171.ppm;883;385;933;435;1;23
00171.ppm;883;335;933;385;1;22
00172.ppm;714;470;741;497;1;25
00173.ppm;1112;280;1163;331;1;26
00174.ppm;720;414;753;447;1;24
00174.ppm;724;443;748;467;1;28
00175.ppm;168;346;184;362;1;29
00175.ppm;890;340;947;397;1;21
00176.ppm;850;414;877;441;1;29
00177.ppm;266;411;320;465;1;22
00177.ppm;460;238;480;258;1;24
00177.ppm;282;374;300;392;1;27
00177.ppm;258;402;326;470;1;15
00177.ppm;858;338;873;353;1;23
00178.ppm;728;456;748;476;1;35
00180.ppm;965;382;1007;424;1;18
00181.ppm;793;299;855;361;1;23
00182.ppm;693;354;709;370;1;31
00183.ppm;767;371;805;409;1;20
00184.ppm;771;229;809;267;1;21
00184.ppm;789;273;851;335;1;27
00185.ppm;997;482;1053;538;1;21
00185.ppm;963;145;1081;263;1;24
00186.ppm;604;456;622;474;1;35
00186.ppm;327;430;345;448;1;29
00187.ppm;675;405;709;439;1;26
00187.ppm;160;393;196;429;1;30
00188.ppm;706;380;751;425;1;18
00190.ppm;624;372;644;392;1;22
00190.ppm;271;441;293;463;1;16
00190.ppm;708;488;728;508;1;37
00192.ppm;314;440;335;461;1;33
00193.ppm;708;205;854;351;1;23
00194.ppm;719;305;789;375;1;20
00194.ppm;162;473;178;489;1;37
00195.ppm;1016;132;1180;296;1;15
00195.ppm;785;398;821;434;1;24
00198.ppm;674;409;708;443;1;23
00198.ppm;688;418;703;433;1;44
00199.ppm;828;324;885;381;1;15
00200.ppm;828;276;928;376;1;20
00202.ppm;48;308;111;371;1;20
00202.ppm;651;312;711;372;1;25
00202.ppm;387;489;421;523;1;30
00202.ppm;561;489;591;519;1;35
00202.ppm;556;482;596;522;1;32
00203.ppm;744;364;800;420;1;18
00204.ppm;1178;410;1202;434;1;23
00204.ppm;710;382;725;397;1;16
00204.ppm;207;429;233;455;1;42
00204.ppm;853;149;951;247;1;15
00205.ppm;379;443;425;489;1;37
00206.ppm;1186;265;1216;295;1;33
00206.ppm;1178;256;1223;301;1;23
00206.ppm;298;473;316;491;1;32
00206.ppm;351;475;365;489;1;32
00207.ppm;871;315;941;385;1;24
00208.ppm;318;138;338;158;1;24
00208.ppm;636;232;736;332;1;19
00208.ppm;218;110;233;125;1;21
00209.ppm;1014;496;1030;512;1;33
00210.ppm;28;461;46;479;1;11
00210.ppm;420;29;436;45;1;13
00210.ppm;120;501;148;529;1;26
00210.ppm;1170;518;1262;610;1;26
00210.ppm;549;405;563;419;1;29
00211.ppm;669;412;705;448;1;27
00212.ppm;752;493;768;509;1;37
00212.ppm;663;493;681;511;1;38
00212.ppm;740;348;755;363;1;32
00212.ppm;10;452;30;472;1;24
00213.ppm;757;515;779;537;1;32
00214.ppm;1166;110;1314;258;1;19
00214.ppm;1260;522;1275;537;1;29
00214.ppm;1156;220;1189;253;1;33
00216.ppm;886;446;913;473;1;31
00217.ppm;0;134;411;545;1;21
00217.ppm;968;266;1032;330;1;17
00217.ppm;180;172;195;187;1;31
00218.ppm;343;168;359;184;1;16
00219.ppm;1037;530;1051;544;1;14
00220.ppm;963;499;999;535;1;16
00220.ppm;1125;285;1167;327;1;22
00221.ppm;909;505;923;519;1;17
00221.ppm;990;422;1042;474;1;19
00223.ppm;816;334;858;376;1;24
00224.ppm;930;192;1023;285;1;18
00224.ppm;916;274;985;343;1;21
00225.ppm;843;255;937;349;1;15
00225.ppm;856;266;925;335;1;24
00225.ppm;676;512;708;544;1;28
00226.ppm;1152;224;1221;293;1;19
00227.ppm;1229;260;1303;334;1;16
00228.ppm;937;296;999;358;1;20
00229.ppm;1307;380;1343;416;1;26
00229.ppm;1272;383;1308;419;1;27
00230.ppm;922;300;949;327;1;26
00230.ppm;973;398;1005;430;1;30
00234.ppm;1050;274;1116;340;1;19
00235.ppm;443;372;565;494;1;43
00235.ppm;852;216;885;249;1;16
00236.ppm;1056;255;1224;423;1;17
00238.ppm;850;442;878;470;1;29
00238.ppm;844;401;880;437;1;26
00239.ppm;792;438;813;459;1;32
00239.ppm;789;412;815;438;1;31
00240.ppm;948;608;969;629;1;18
00240.ppm;847;363;881;397;1;22
00241.ppm;1086;1;1104;19;1;26
00241.ppm;838;400;880;442;1;21
00242.ppm;847;389;873;415;1;27
00244.ppm;1238;350;1283;395;1;28
00244.ppm;490;390;530;430;1;30
00245.ppm;853;439;875;461;1;33
00246.ppm;1092;354;1134;396;1;31
00246.ppm;310;382;354;426;1;27
00247.ppm;470;454;494;478;1;26
00247.ppm;663;463;725;525;1;19
00248.ppm;845;431;871;457;1;36
00248.ppm;202;452;229;479;1;32
00249.ppm;1212;420;1245;453;1;31
00250.ppm;96;493;180;577;1;18
00250.ppm;908;447;932;471;1;30
00250.ppm;903;441;937;475;1;24
00251.ppm;857;84;877;104;1;14
00252.ppm;914;388;962;436;1;26
00252.ppm;911;327;957;373;1;27
00252.ppm;916;390;961;435;1;27
00253.ppm;985;337;1127;479;1;30
00253.ppm;900;363;1022;485;1;25
00253.ppm;700;496;715;511;1;29
00253.ppm;970;268;1051;349;1;12
00253.ppm;1186;130;1302;246;1;19
00254.ppm;1330;664;1346;680;1;30
00254.ppm;1265;370;1295;400;1;24
00254.ppm;1172;270;1240;338;1;25
00254.ppm;151;13;169;31;1;13
00255.ppm;504;405;526;427;1;16
00255.ppm;457;416;475;434;1;37
00255.ppm;224;441;242;459;1;43
00257.ppm;1238;334;1295;391;1;21
00257.ppm;1080;387;1120;427;1;26
00258.ppm;352;556;384;588;1;20
00258.ppm;746;470;778;502;1;27
00258.ppm;347;491;381;525;1;23
00259.ppm;820;494;853;527;1;20
00259.ppm;1034;466;1050;482;1;20
00259.ppm;968;325;990;347;1;14
00259.ppm;1201;328;1249;376;1;27
00260.ppm;718;264;786;332;1;18
00260.ppm;125;398;195;468;1;15
00260.ppm;733;165;751;183;1;28
00260.ppm;753;152;775;174;1;18
00261.ppm;468;448;484;464;1;19
00261.ppm;596;316;647;367;1;18
00261.ppm;358;132;373;147;1;26
00261.ppm;832;284;864;316;1;28
00262.ppm;556;146;580;170;1;40
00262.ppm;458;268;478;288;1;16
00263.ppm;1075;448;1095;468;1;24
00263.ppm;1070;289;1088;307;1;27
00263.ppm;645;417;667;439;1;22
00264.ppm;233;271;251;289;1;15
00264.ppm;966;435;990;459;1;29
00264.ppm;965;412;989;436;1;29
00264.ppm;504;460;537;493;1;16
00265.ppm;804;457;828;481;1;25
00266.ppm;244;454;292;502;1;25
00267.ppm;404;530;424;550;1;25
00267.ppm;511;523;533;545;1;24
00267.ppm;497;525;515;543;1;24
00268.ppm;890;396;917;423;1;25
00269.ppm;964;428;991;455;1;29
00271.ppm;258;368;298;408;1;26
00271.ppm;1089;340;1131;382;1;26
00272.ppm;54;528;146;620;1;19
00272.ppm;739;422;757;440;1;29
00273.ppm;130;412;145;427;1;35
00273.ppm;132;423;146;437;1;37
00273.ppm;1080;286;1144;350;1;24
00274.ppm;728;366;743;381;1;23
00274.ppm;976;395;1012;431;1;29
00275.ppm;1298;518;1346;566;1;23
00276.ppm;883;6;899;22;1;20
00276.ppm;799;346;845;392;1;26
00277.ppm;922;364;943;385;1;18
00277.ppm;1050;401;1072;423;1;31
00278.ppm;1137;376;1203;442;1;22
00279.ppm;510;166;526;182;1;13
00280.ppm;1054;392;1086;424;1;31
00280.ppm;776;496;792;512;1;23
00281.ppm;266;38;282;54;1;20
00281.ppm;985;391;1019;425;1;29
00281.ppm;1302;300;1317;315;1;43
00282.ppm;871;416;901;446;1;25
00283.ppm;1177;112;1287;222;1;25
00283.ppm;1011;97;1033;119;1;17
00284.ppm;993;346;1053;406;1;26
00284.ppm;1075;444;1117;486;1;22
00285.ppm;1082;296;1154;368;1;29
00285.ppm;844;516;884;556;1;26
00285.ppm;822;521;850;549;1;30
00285.ppm;651;525;685;559;1;28
00285.ppm;680;526;708;554;1;34
00285.ppm;1091;316;1123;348;1;44
00285.ppm;948;483;966;501;1;7
00287.ppm;1112;370;1154;412;1;25
00287.ppm;726;520;741;535;1;39
00288.ppm;412;456;436;480;1;28
00290.ppm;928;402;944;418;1;29
00290.ppm;1294;393;1330;429;1;34
00291.ppm;1128;385;1166;423;1;24
00292.ppm;980;421;1012;453;1;29
00292.ppm;316;448;346;478;1;27
00293.ppm;1142;364;1193;415;1;28
00294.ppm;1175;329;1229;383;1;22
00294.ppm;101;407;151;457;1;22
00296.ppm;460;410;493;443;1;30
00297.ppm;595;444;619;468;1;27
00297.ppm;656;496;671;511;1;26
00297.ppm;1016;444;1043;471;1;25
00298.ppm;1200;143;1350;293;1;23
00298.ppm;1221;167;1327;273;1;25
00298.ppm;1236;254;1316;334;1;26
00298.ppm;93;391;111;409;1;16
00298.ppm;319;489;333;503;1;22
00299.ppm;142;258;158;274;1;18
00300.ppm;680;431;710;461;1;30
00301.ppm;1074;317;1126;369;1;30
00301.ppm;1063;261;1129;327;1;26
00302.ppm;1007;244;1025;262;1;13
00303.ppm;1065;192;1085;212;1;17
00303.ppm;1186;384;1218;416;1;36
00305.ppm;766;368;826;428;1;20
00305.ppm;550;351;598;399;1;16
00306.ppm;1046;420;1085;459;1;23
00306.ppm;354;472;390;508;1;28
00307.ppm;894;420;933;459;1;34
00307.ppm;1329;431;1351;453;1;20
00308.ppm;553;524;567;538;1;37
00308.ppm;889;494;903;508;1;29
00309.ppm;834;400;849;415;1;24
00311.ppm;617;425;651;459;1;26
00312.ppm;116;266;233;383;1;18
00314.ppm;398;452;431;485;1;30
00316.ppm;768;476;795;503;1;24
00316.ppm;850;474;877;501;1;24
00316.ppm;994;396;1021;423;1;22
00316.ppm;995;419;1021;445;1;29
00316.ppm;693;415;719;441;1;19
00316.ppm;696;436;720;460;1;27
00318.ppm;630;450;657;477;1;29
00318.ppm;1036;466;1051;481;1;20
00319.ppm;1201;402;1251;452;1;31
00319.ppm;569;438;613;482;1;28
00322.ppm;1166;522;1181;537;1;33
00322.ppm;1166;508;1181;523;1;29
00322.ppm;1110;382;1126;398;1;15
00322.ppm;338;406;382;450;1;25
00323.ppm;398;438;425;465;1;37
00326.ppm;768;438;844;514;1;26
00328.ppm;770;552;797;579;1;22
00328.ppm;850;566;894;610;1;21
00328.ppm;440;466;460;486;1;32
00328.ppm;282;339;320;377;1;22
00328.ppm;200;304;244;348;1;19
00329.ppm;88;379;124;415;1;30
00329.ppm;307;365;333;391;1;21
00329.ppm;123;360;165;402;1;40
00331.ppm;1134;360;1149;375;1;37
00331.ppm;1275;141;1297;163;1;38
00331.ppm;757;283;779;305;1;36
00331.ppm;1254;518;1269;533;1;32
00333.ppm;102;402;189;489;1;17
00333.ppm;744;378;820;454;1;22
00333.ppm;604;562;625;583;1;22
00333.ppm;780;608;798;626;1;19
00334.ppm;676;526;708;558;1;26
00334.ppm;1140;522;1167;549;1;22
00334.ppm;299;541;321;563;1;24
00334.ppm;759;528;783;552;1;33
00334.ppm;555;545;577;567;1;29
00334.ppm;483;545;505;567;1;25
00334.ppm;532;546;553;567;1;26
00334.ppm;508;546;529;567;1;26
00334.ppm;759;435;797;473;1;28
00334.ppm;371;541;393;563;1;34
00334.ppm;323;453;369;499;1;24
00337.ppm;1166;203;1184;221;1;10
00338.ppm;506;424;538;456;1;20
00338.ppm;998;398;1031;431;1;21
00340.ppm;840;198;860;218;1;10
00342.ppm;39;649;65;675;1;21
00342.ppm;312;614;327;629;1;20
00342.ppm;40;619;64;643;1;20
00342.ppm;125;619;143;637;1;20
00344.ppm;278;562;294;578;1;8
00345.ppm;1322;406;1337;421;1;28
00345.ppm;1203;331;1237;365;1;31
00345.ppm;1226;332;1259;365;1;30
00346.ppm;877;535;919;577;1;41
00347.ppm;912;546;969;603;1;21
00350.ppm;475;543;509;577;1;12
00354.ppm;1290;408;1310;428;1;10
00355.ppm;1007;616;1027;636;1;32
00355.ppm;1230;611;1244;625;1;43
00357.ppm;464;529;500;565;1;14
00367.ppm;606;612;627;633;1;21
00367.ppm;545;613;559;627;1;23
00368.ppm;378;508;434;564;1;26
00369.ppm;519;541;545;567;1;22
00369.ppm;875;551;897;573;1;24
00369.ppm;874;532;895;553;1;9
00371.ppm;312;518;375;581;1;17
00372.ppm;974;486;1019;531;1;15
00373.ppm;163;517;197;551;1;15
00373.ppm;819;512;853;546;1;17
00374.ppm;389;527;403;541;1;34
00377.ppm;234;531;278;575;1;17
00379.ppm;185;501;235;551;1;12
00379.ppm;184;456;236;508;1;9
00379.ppm;1060;440;1112;492;1;12
00382.ppm;446;528;486;568;1;20
00382.ppm;446;490;486;530;1;13
00384.ppm;1215;499;1237;521;1;29
00384.ppm;1200;478;1268;546;1;21
00385.ppm;978;528;1018;568;1;15
00385.ppm;267;531;309;573;1;12
00386.ppm;555;561;581;587;1;18
00387.ppm;412;500;480;568;1;12
00392.ppm;1223;215;1241;233;1;15
00399.ppm;1126;4;1142;20;1;13
00399.ppm;366;620;381;635;1;9
